"Pathway1 KEGG","Pathway2 KEGG","Connecting reactions","Connection metabolites"
"map00730","map00730","R00033|R00072|R00615|R00616|R00617|R00618|R00619|R02133|R02134|R02135|R02863|R03223|R03471|R03472|R04448|R04509|R05636|R07459|R07460|R07461|R07463|R09977|R10246|R10247|R10685|R10686|R10711|R10712","C00378|C00007|C00027|C05856|C00001|C02892|C00068|C01081|C00009|C00002|C00008|C03028|C00020|C01279|C04294|C00080|C00747|C02691|C04752|C04327|C00013|C04556|C03373|C00019|C05198|C00073|C00058|C00237|C00022|C00118|C11437|C00011|C15810|C15813|C15811|C00097|C15812|C00041|C15814|C00037|C15809|C20246|C20247|C00082|C00030|C01468|C00028|C00003|C17023|C20784|C00153|C00018|C00135"
"map00730","map00010","",""
"map00730","map00230","",""
"map00730","map00750","",""
"map00730","map00270","",""
"map00740","map00030","",""
"map00740","map00740","R00066|R00160|R00161|R00425|R00548|R00549|R01732|R02363|R03458|R03459|R04457|R04458|R05705|R05706|R07280|R07281|R07306|R08574|R09083|R09374|R09375|R09376|R09377|R09520","C04332|C00255|C04732|C00016|C00001|C00020|C00061|C00002|C00013|C00044|C00058|C01304|C00009|C00008|C00474|C01727|C00530|C00007|C00472|C04454|C00006|C01268|C00005|C00080|C00014|C15556|C05995|C01847|C00003|C00004|C00199|C15563|C00063|C00112|C03114|C00279|C18910|C01352"
"map00740","map00040","",""
"map00740","map00230","",""
"map00740","map00860","",""
"map00750","map00010","",""
"map00750","map00030","",""
"map00750","map00750","R00173|R00174|R00277|R00278|R01580|R01649|R01707|R01708|R01709|R01710|R01711|R01712|R01713|R01825|R01909|R01910|R01911|R01913|R02493|R02494|R02992|R02993|R03385|R03386|R03461|R04210|R04397|R04524|R04570|R04593|R05084|R05085|R05086|R05681|R05838|R05839|R05840|R07406|R07456","C00018|C00001|C00250|C00009|C00002|C00008|C00647|C00007|C00014|C00027|C00627|C00026|C00217|C01215|C00033|C00232|C00011|C00003|C00971|C00004|C00080|C00314|C00006|C00005|C00847|C00534|C00022|C00041|C00036|C00049|C00279|C03393|C06051|C06257|C06056|C06050|C01270|C04604|C06054|C04690|C04106|C04773|C06052|C00028|C00030|C06055|C00025|C07335|C11638|C11437|C00266|C00109|C01401|C00118|C00199|C00064"
"map00750","map00030","",""
"map00750","map00630","",""
"map00750","map00650","",""
"map00760","map00960","R02861","C00745|C00011|C00080|C06178|C00253"
"map00760","map00620","",""
"map00760","map00660","",""
"map00760","map00760","R00102|R00103|R00104|R00112|R00118|R00119|R00137|R00189|R00257|R00481|R01087|R01268|R01269|R01270|R01271|R01273|R01355|R01720|R01721|R01723|R01724|R02294|R02295|R02322|R02323|R02324|R02860|R02861|R03004|R03005|R03069|R03070|R03164|R03202|R03346|R03347|R03348|R03540|R03908|R04085|R04130|R04292|R07170|R07221|R07407|R07410|R07514|R07515|R07946|R07947|R07948|R07949|R07983|R07984|R07985|R07986|R08408|R08764|R09125|R09126|R09471|R09472|R09473|R10046|R10101|R10102|R10131|R10132","C00003|C00001|C00153|C00301|C00020|C00455|C00002|C00008|C00006|C00005|C00004|C00009|C00253|C13051|C00013|C00857|C00014|C00064|C00025|C00049|C00007|C05840|C00027|C01384|C00122|C00019|C00080|C00021|C02918|C00117|C00119|C03150|C00121|C03652|C00163|C00022|C01020|C01004|C00037|C05380|C01185|C00620|C05841|C16150|C00028|C01056|C00030|C00745|C00011|C06178|C00922|C02295|C00138|C04226|C00139|C01297|C03722|C01596|C02930|C05843|C03056|C03458|C00111|C03043|C15523|C15986|C15987|C16151|C16152|C00058|C16159|C16390|C05842|C01059|C18232|C19631|C00218|C00232|C00923|C00924|C00334|C00067|C20381"
"map00760","map00250","",""
"map00760","map00380","",""
"map00770","map00770","R00006|R00130|R00489|R00905|R00977|R00978|R01209|R01211|R01214|R01226|R01623|R01625|R02269|R02471|R02472|R02473|R02474|R02971|R02972|R02973|R03018|R03035|R03036|R03051|R03198|R03269|R03927|R04230|R04231|R04391|R09378|R09379","C00900|C00011|C00022|C00002|C00882|C00008|C00010|C00049|C00099|C02642|C00001|C00014|C00429|C00003|C00106|C00004|C00080|C00006|C00005|C04039|C00141|C01088|C00183|C00026|C00025|C00143|C00101|C00966|C00229|C01134|C03688|C00054|C00522|C01053|C00020|C00013|C00864|C00831|C04079|C01678|C03492|C04352|C00030|C05944|C00028|C00097|C00063|C00055|C18911"
"map00770","map00250","",""
"map00770","map00640","",""
"map00770","map00010","",""
"map00770","map00270","",""
"map00770","map00410","R00489|R00905|R00977|R00978|R02269|R02473|R09379","C00049|C00099|C00011|C02642|C00001|C00014|C00429|C00003|C00106|C00004|C00080|C00006|C00005|C00002|C00522|C00020|C00013|C00864|C18911|C03492"
"map00780","map00960","",""
"map00780","map00780","R01074|R01077|R01078|R03182|R03209|R03210|R03231|R03762|R04869|R05145|R09543|R09725|R10115|R10116|R10117|R10118|R10119|R10120|R10121|R10122|R10123|R10124|R10127","C00002|C00120|C00013|C05921|C05552|C00001|C00047|C01909|C17023|C00019|C05359|C00080|C00073|C05198|C01037|C00011|C00008|C00009|C02656|C00010|C00020|C01063|C00041|C01092|C04425|C01894|C00012|C06250|C06249|C01209|C00021|C19673|C19846|C19845|C00132|C20372|C00229|C00005|C20373|C00006|C20374|C20375|C20376|C20377|C20378|C20683|C02745|C00007|C15596|C02869|C20386"
"map00780","map00310","",""
"map00780","map00061","",""
"map00780","map00061","",""
"map00785","map00785","R07766|R07767|R07768|R07769|R07770|R07771","C05752|C16240|C16236|C00229|C17023|C00019|C16237|C00073|C05198|C16239|C00002|C00725|C00013|C16238|C00020"
"map00785","map00061","",""
"map00790","map00790","R00428|R00936|R00937|R00939|R00940|R00942|R01716|R01793|R01794|R01813|R02235|R02236|R02237|R03066|R03067|R03388|R03503|R03504|R03984|R04241|R04242|R04285|R04286|R04620|R04621|R04622|R04638|R04639|R05046|R05048|R05122|R05553|R07605|R09394|R09395|R09594|R09959|R09978|R10002|R10802","C00044|C00001|C05922|C00101|C00003|C00415|C00004|C00080|C00504|C00006|C00005|C00002|C00025|C00008|C00009|C09332|C00251|C00064|C11355|C00268|C00272|C04244|C00921|C01300|C00568|C04807|C00013|C01217|C05927|C00020|C04874|C00266|C02587|C00127|C03684|C00051|C03541|C04895|C00536|C05925|C00028|C05926|C00030|C06148|C05923|C00058|C00019|C06149|C00021|C00022|C16675|C15996|C18239|C17023|C05924|C18802|C20239|C00084|C20248|C00014"
"map00790","map00670","R00936|R00937|R00939|R00940|R02235|R02236","C00101|C00003|C00415|C00004|C00080|C00504|C00006|C00005"
"map00790","map00400","",""
"map00790","map00230","",""
"map00790","map00680","",""
"map00791","map00791","R00005|R00131|R00778|R05558|R05559|R05560|R05561|R05563|R05564|R05565|R05567|R05568|R05569|R05572|R05573|R05574|R06966|R06967|R06968|R06969|R06970|R06971|R06972","C01010|C00001|C00011|C00014|C00086|C01566|C06551|C06552|C01327|C06553|C00797|C06554|C06748|C06555|C01353|C00007|C06556|C00207|C06559|C00084|C06560|C08735|C06557|C06558|C08734|C08737|C08733|C14147|C14148|C14149|C14150"
"map00830","map00830","R00032|R02123|R02124|R02125|R02127|R02128|R02366|R02367|R02368|R02902|R02904|R02905|R03048|R03049|R03836|R05041|R06194|R07163|R08379|R08380|R08381|R08382|R08383|R08384|R08385|R08387|R08388|R08389|R08390|R08391|R08392","C02094|C00007|C00376|C00003|C00001|C00777|C00004|C00080|C00473|C00027|C05916|C05917|C00205|C00040|C00010|C02075|C00154|C02588|C00249|C00167|C11061|C00015|C00778|C02110|C05914|C00899|C03455|C05915|C15492|C00028|C00030|C00006|C00005|C16682|C16681|C15493|C00157|C04233|C00162|C03889|C16679|C16680|C16677"
"map00830","map00906","",""
"map00860","map00860","R00036|R00070|R00078|R00084|R00097|R00099|R00107|R00310|R00312|R00313|R00314|R00830|R01492|R02271|R02272|R02389|R02391|R02393|R02394|R02480|R02864|R02999|R03165|R03166|R03194|R03195|R03197|R03220|R03222|R03678|R03682|R03683|R03684|R03845|R03877|R03947|R03948|R03951|R04109|R04123|R04148|R04178|R04237|R04594|R04795|R04971|R04972|R04973|R04977|R04978|R04979|R05040|R05149|R05150|R05177|R05180|R05181|R05217|R05218|R05219|R05220|R05221|R05222|R05223|R05224|R05225|R05226|R05227|R05578|R05618|R05807|R05808|R05809|R05810|R05812|R05814|R05815|R05817|R05818|R05819|R06254|R06255|R06256|R06257|R06265|R06266|R06267|R06268|R06269|R06270|R06271|R06272|R06282|R06284|R06286|R06287|R06288|R06529|R06530|R06531|R06558|R06895|R06896|R07268|R07302|R07411|R07412|R07772|R07773|R07774|R07775|R08203|R08204|R08584|R08716|R08914|R08915|R08921|R08974|R09032|R09033|R09053|R09054|R09055|R09056|R09057|R09058|R09059|R09060|R09061|R09062|R09063|R09064|R09065|R09066|R09067|R09068|R09069|R09070|R09071|R09489","C00430|C00931|C00001|C05791|C00007|C05795|C14818|C00080|C14819|C01024|C00014|C00003|C00541|C00004|C00992|C00853|C00005|C00006|C02191|C00032|C05783|C05784|C05785|C00091|C00037|C00010|C00011|C00002|C00536|C00194|C00022|C02800|C00041|C03741|C00167|C00486|C00015|C05787|C00500|C00524|C02248|C00748|C05778|C00177|C02823|C01051|C05766|C00019|C00021|C02463|C00028|C02469|C00030|C03263|C01079|C00027|C05913|C00139|C00138|C01708|C05781|C01352|C06258|C00237|C00016|C02139|C02880|C00305|C00008|C00009|C03516|C05772|C19609|C05777|C02987|C01641|C03029|C03179|C01185|C03114|C00253|C04778|C05770|C04536|C05775|C05427|C05798|C00013|C05767|C05768|C05769|C05782|C05786|C05912|C00191|C06319|C06408|C06320|C06399|C06406|C06407|C06416|C06504|C01847|C06505|C00061|C00033|C06506|C06508|C06509|C00044|C06510|C00144|C00064|C06503|C00025|C06507|C03194|C00175|C00020|C05306|C01389|C11538|C17401|C11539|C11540|C16242|C11542|C11543|C11545|C05773|C11630|C05790|C05794|C05789|C05793|C11829|C11830|C11831|C11832|C11850|C04122|C12147|C00188|C00035|C00073|C05198|C05774|C00448|C15672|C15670|C16243|C00084|C16244|C16540|C16541|C05797|C18021|C18022|C18064|C00132|C18098|C18152|C18153|C18155|C18156|C00353|C11243|C11242|C18154|C18157|C18160|C18161|C18163|C18162|C05307|C18151|C00828|C05819"
"map00860","map00260","R00830","C00091|C00037|C00430|C00010|C00011"
"map00860","map00250","",""
"map00860","map00740","",""
"map00900","map00010","",""
"map00900","map00900","R00238|R01121|R01123|R01658|R01978|R02003|R02061|R02063|R02081|R02082|R02245|R03245|R03264|R03917|R04496|R05556|R05633|R05634|R05636|R05637|R05688|R05884|R06447|R07219|R08199|R08209|R08210|R08375|R08528|R08689|R08697|R09244|R09245|R09246|R09247|R09248|R09249|R09250|R09251|R09562|R09633|R09730|R09731|R09844|R09845|R09846|R09847|R09848|R09849|R09850|R10093|R10561|R10779|R10780|R10781|R10859","C00024|C00010|C00332|C00002|C01143|C00008|C00009|C00129|C00011|C00235|C00013|C00341|C00356|C00001|C00448|C00353|C00080|C00005|C05427|C00006|C00418|C00003|C00004|C01107|C01126|C03461|C02321|C00019|C04506|C00021|C04748|C05859|C11434|C00063|C11435|C11436|C00022|C00118|C11437|C11453|C00055|C11811|C04574|C16521|C00621|C16826|C00138|C00139|C18321|C01230|C04216|C04146|C17432|C04145|C19691|C00007|C00097|C00027|C19760|C19852|C19853|C20119|C20120|C00012|C00132|C20121|C00112|C20345|C20847|C20848|C02869|C02745"
"map00900","map00902","",""
"map00900","map00909","R03264|R08697","C01126|C00006|C03461|C00005|C00080|C00448|C00001|C00013"
"map00900","map00906","",""
"map00900","map00904","",""
"map00900","map00906","",""
"map00900","map00130","",""
"map00900","map00510","",""
"map00900","map00908","",""
"map00900","map00100","",""
"map00900","map00403","",""
"map00901","map00902","",""
"map00901","map00400","",""
"map00901","map00901","R00685|R03230|R03703|R03738|R03820|R03860|R04013|R05824|R05825|R05826|R05827|R05828|R05829|R05844|R05845|R05846|R05847|R05848|R05849|R05852|R05853|R05854|R05855|R05856|R05857|R05858|R05859|R05860|R05866|R05867|R05868|R05869|R05870|R05871|R05872|R05873|R05874|R05876|R05877|R05878|R05879|R05880|R05881|R05882|R05885|R05886","C00078|C00398|C00011|C00024|C01091|C00010|C01626|C02074|C00001|C01761|C00031|C03470|C01852|C03309|C02151|C00006|C03677|C00005|C00019|C04578|C00021|C02673|C11679|C11632|C11633|C00132|C11634|C11635|C00080|C00007|C09239|C11678|C11680|C09024|C11682|C09241|C11691|C09244|C09107|C11643|C11675|C00026|C00042|C11641|C07201|C07204|C11676|C11677|C11783|C11784|C11642|C11681|C11683|C11807|C11808|C11809|C11810|C00033|C06542|C00029|C00015|C11812"
"map00902","map00902","R02004|R02006|R02007|R02008|R02009|R02011|R02013|R02177|R02468|R02469|R02470|R02548|R02994|R02995|R03114|R03261|R03554|R03555|R03556|R04578|R05089|R05090|R05765|R05766|R05832|R05833|R05834|R05898|R05899|R05900|R06117|R06119|R06120|R06417|R06418|R06419|R06420|R06421|R06422|R07631|R07632|R08396|R08499|R08784|R08785|R08786|R08923|R08925|R09702|R09708|R09922|R09923|R09924","C00341|C00001|C02344|C00013|C02462|C03190|C17622|C06069|C06074|C06076|C00521|C00400|C00006|C00843|C00005|C00080|C00007|C00964|C01123|C02452|C00553|C03092|C00003|C00848|C00004|C04718|C01767|C02485|C00019|C01512|C00021|C01433|C01852|C06071|C06066|C06070|C06308|C06307|C11636|C01957|C11672|C11673|C09769|C11409|C11383|C06099|C11951|C09893|C11952|C11393|C09844|C11389|C11388|C01500|C17621|C03024|C03161|C18025|C18027|C04433|C20221"
"map00902","map00281","",""
"map00902","map00901","",""
"map00902","map00903","R02468|R02470|R03114|R06117|R06119","C00521|C00007|C00005|C00080|C00964|C00006|C00001|C02452|C01767|C11409|C00003|C11383|C00004|C06099"
"map00902","map00900","",""
"map00903","map00902","R02468|R02470|R03114|R06117|R06119","C00521|C00007|C00005|C00080|C00964|C00006|C00001|C02452|C01767|C11409|C00003|C11383|C00004|C06099"
"map00903","map00903","R02468|R02470|R03114|R03945|R04040|R05784|R06117|R06119|R06366|R06367|R06368|R06369|R06370|R06371|R06372|R06373|R06374|R06375|R06376|R06377|R06378|R06379|R06380|R06381|R06382|R06383|R06384|R06385|R06386|R06387|R06388|R06389|R06390|R06391|R06392|R06393|R06394|R06395|R06396|R06397|R06398|R06399|R06400|R06401|R06402|R06403|R06404|R06405|R06406|R06407|R06408|R06409|R06410|R06411|R06412|R06413|R06414|R06415|R06515|R09385|R09387|R09388|R09389|R09390|R09391|R09392|R09393","C00521|C00007|C00005|C00080|C00964|C00006|C00001|C02452|C01767|C00003|C02576|C00004|C02759|C04435|C07271|C07276|C11409|C11383|C06099|C11924|C00010|C00002|C11929|C00008|C00009|C00020|C00013|C11934|C00028|C11935|C00030|C11936|C11412|C11398|C11395|C11408|C11396|C11411|C11397|C11410|C11401|C11415|C11399|C11413|C11400|C11416|C11402|C11414|C11403|C11418|C11404|C11406|C11417|C11420|C11405|C11419|C11407|C11421|C11937|C19079|C09880|C11938|C11939|C11940|C05359|C11941|C09884|C11944|C11942|C11943|C11946|C11945|C11947|C11948|C11949|C00100|C11950|C19081|C19082|C19083|C19084"
"map00904","map00900","",""
"map00904","map00904","R02064|R02068|R03008|R03009|R03806|R03807|R03809|R05092|R05097|R06195|R06196|R06291|R06292|R06293|R06294|R06295|R06296|R06297|R06298|R06301|R06302|R06303|R06304|R06305|R06306|R06307|R06308|R06309|R06310|R06311|R06312|R06313|R06316|R06318|R06319|R06321|R06322|R06323|R06324|R06325|R06326|R06327|R06328|R06329|R06330|R06331|R06332|R06333|R06334|R06335|R06336|R06337|R06338|R06339|R06340|R06341|R06342|R06343|R06344|R06345|R06346|R06347|R06349|R06350|R06351|R06352|R06353|R06354|R06355|R06356|R06357|R06358|R06359|R06617|R06618|R06619|R08171|R08172|R08173|R08916|R08917|R08993|R09108|R09109|R09110|R09111|R09112|R09113|R09114|R09115|R09116|R09117|R09118|R09119|R09120|R09121|R09122|R09123|R09861|R09865|R09866|R09867|R09874|R09899|R09903|R09921|R09967|R10241|R10533|R10562|R10585","C00353|C01414|C00013|C06089|C00859|C00026|C00007|C03579|C00042|C00011|C02035|C06095|C02034|C00001|C06096|C06090|C06094|C06091|C06092|C00005|C00080|C11872|C00006|C11873|C11874|C11875|C06093|C11876|C11857|C11901|C11878|C11879|C11880|C11881|C11894|C00030|C11895|C00028|C00024|C11896|C00010|C11897|C11898|C11899|C00512|C11700|C11900|C11902|C11890|C06088|C20151|C11893|C11860|C11861|C11858|C11859|C11862|C11863|C11864|C11905|C11865|C11868|C11853|C11869|C11854|C11855|C11870|C11871|C01699|C11866|C11867|C11882|C11883|C11884|C11887|C11886|C11885|C00003|C06087|C00004|C11888|C11889|C16524|C07394|C16833|C16523|C18016|C18015|C09094|C18219|C18220|C12077|C18211|C18221|C18222|C09118|C18223|C18224|C18225|C20149|C18226|C11877|C18228|C13273|C18229|C20145|C20146|C20150|C20158|C20185|C20208|C20270|C09183|C20681|C20700|C20701|C20711"
"map00905","map00100","",""
"map00905","map00905","R07427|R07428|R07429|R07430|R07431|R07444|R07445|R07446|R07447|R07448|R07449|R07450|R07451|R07452|R07453|R07454|R07455|R07457|R07458|R07466|R07467|R07468|R07469|R07470|R07471|R07472|R07473|R07474|R07786|R07787|R07788|R07789|R07790|R07791|R07792|R08840|R08841|R08842|R09761|R09762","C01789|C15784|C00003|C15785|C00004|C00080|C00005|C15786|C00006|C15789|C00007|C15790|C00001|C00030|C15791|C00028|C15792|C15795|C15796|C15797|C15798|C15799|C15800|C15802|C03024|C15803|C03161|C15794|C15787|C15801|C15793|C15788|C08814|C16252|C16253|C16251|C17733|C17735|C19873|C19874"
"map00906","map00830","",""
"map00906","map00900","",""
"map00906","map00906","R00702|R02065|R03824|R04218|R04786|R04787|R04798|R04800|R04801|R05341|R05345|R06946|R06947|R06948|R06949|R06950|R06951|R06952|R06953|R06954|R06955|R06956|R06957|R06958|R06959|R06962|R06963|R07178|R07179|R07199|R07200|R07202|R07270|R07320|R07321|R07512|R07516|R07517|R07518|R07519|R07520|R07521|R07522|R07523|R07524|R07525|R07526|R07527|R07528|R07529|R07530|R07531|R07532|R07533|R07534|R07535|R07536|R07537|R07538|R07539|R07541|R07543|R07544|R07545|R07546|R07547|R07554|R07555|R07556|R07557|R07558|R07559|R07561|R07562|R07563|R07564|R07565|R07566|R07567|R07568|R07569|R07570|R07571|R07572|R07573|R07574|R07575|R07576|R07577|R07578|R07579|R07580|R07581|R07653|R07654|R07655|R07656|R07834|R07840|R07841|R07842|R07843|R07844|R07845|R07846|R07847|R07848|R07849|R07850|R07851|R07852|R07856|R07857|R07858|R08102|R08988|R08989|R08990|R09653|R09654|R09655|R09656|R09658|R09671|R09692|R09723|R09746|R09782|R09783|R09793|R10282|R10508|R10557|R10558","C00448|C00013|C03428|C00353|C03427|C05435|C02094|C05421|C05413|C00028|C05414|C00030|C05430|C00007|C05431|C00001|C05432|C05434|C08592|C06098|C00004|C00080|C08579|C00003|C08614|C08606|C13431|C13433|C13453|C14044|C14045|C13455|C13454|C06082|C00027|C13456|C08586|C05433|C00072|C05422|C00005|C00006|C15514|C08585|C08584|C15858|C15859|C15860|C15867|C19795|C15874|C00019|C15877|C00021|C15878|C15879|C15881|C00138|C15884|C00139|C15885|C15886|C15887|C15888|C08590|C08601|C15892|C15895|C15898|C15900|C15902|C15903|C15905|C15908|C15911|C15914|C15917|C15861|C15864|C15935|C15937|C15940|C15941|C15942|C08591|C15965|C15966|C08583|C15967|C15968|C08580|C00029|C15969|C00015|C15970|C09707|C15971|C15982|C15983|C15984|C16144|C00016|C16145|C01352|C16146|C16147|C16148|C16270|C16276|C16282|C16284|C16271|C16274|C16275|C16277|C16278|C16279|C16280|C15981|C16291|C16340|C15943|C16486|C18036|C18037|C09190|C02061|C19765|C16693|C19764|C15857|C15602|C19759|C15603|C19797|C19798|C00031|C08613|C19892|C07330|C08607|C20484|C20692|C12287|C20693|C20694"
"map00908","map00908","R01122|R02118|R02119|R03133|R03726|R04038|R05702|R05708|R07260|R08051|R08052|R08053|R08054|R08055|R08061|R08062|R08063|R08064|R08065|R08066|R08067|R08068|R08069|R08070|R08071|R08072|R08073|R08074|R08075|R08076|R08077|R08078|R08079|R08080","C00235|C00066|C00013|C04432|C00029|C00371|C00015|C03423|C00190|C03300|C00979|C01513|C00033|C00019|C04083|C00170|C01804|C00020|C04713|C02029|C00006|C00005|C00080|C00001|C00028|C00147|C07330|C00030|C15545|C15546|C00002|C16424|C00008|C16426|C03024|C00007|C16428|C03161|C16429|C16430|C00009|C16445|C16427|C16431|C16447|C00121|C16443|C16448|C16467|C16441|C16449"
"map00908","map00900","",""
"map00909","map00900","R03264|R08697","C01126|C00006|C03461|C00005|C00080|C00448|C00001|C00013"
"map00909","map00100","R00702|R02872|R02874","C00448|C00013|C03428|C00005|C00080|C00751|C00006|C00007|C01054|C00001"
"map00909","map00909","R00702|R02305|R02306|R02307|R02311|R02872|R02874|R02875|R03264|R03265|R03740|R03798|R06466|R06469|R06471|R06523|R07322|R07323|R07630|R07647|R07648|R07649|R07830|R08370|R08371|R08373|R08374|R08540|R08541|R08542|R08545|R08546|R08691|R08695|R08696|R08697|R08851|R08852|R08853|R08854|R09140|R09476|R09487|R09548|R09549|R09573|R09574|R09575|R09576|R09577|R09604|R09608|R09614|R09616|R09618|R09619|R09620|R09623|R09624|R09625|R09626|R09629|R09688|R09689|R09700|R09701|R09709|R09710|R09711|R09712|R09713|R09743|R09814|R09835|R09886|R09889|R09890|R09896|R09907|R09908|R09912|R09913|R09914|R09916|R09917|R10273|R10598|R10599","C00448|C00013|C03428|C01841|C01860|C02004|C06394|C00005|C00080|C00751|C00006|C00007|C01054|C00001|C06083|C01126|C03461|C03220|C06080|C06079|C08628|C08616|C08615|C12142|C06310|C06309|C16028|C16143|C16142|C16141|C16269|C19749|C07667|C09684|C09704|C16829|C09629|C09699|C09672|C09723|C17277|C09666|C09665|C17953|C17954|C17955|C18245|C08637|C16286|C00207|C19676|C19678|C19708|C09627|C09382|C19711|C09737|C00030|C19732|C00028|C19760|C19736|C19740|C19742|C19746|C19748|C16814|C19751|C19747|C19752|C19753|C19755|C19819|C19820|C19828|C19829|C19832|C19833|C19801|C19834|C19835|C19863|C19939|C19973|C19974|C20159|C20163|C20181|C19918|C20187|C20191|C20192|C20193|C20195|C20200|C20478|C19908|C20724"
