"KEGG ID","Names","chEBI","Occurence"
"G02137","(Gal)1 (LRha)1|Glycoside","","0"
"G02138","(Glc)1 (L6dTal)1 (LAra)1|Glycoside","","0"
"G02139","(FucNAc)1 (LGulANAc3NAm)1 (ManANAc3NAc)1|Glycolipid|LPS","","0"
"G02142","Levantriose|(Fru)1 (Fruf)2","","0"
"G02144","(LFuc)2 (LRha)1","","0"
"G02145","(Gal)1 (GlcNAc)1 (LFuc)1","","0"
"G02146","(GlcNAc)1 (Man)1 (P)1","","0"
"G02147","(Glc)3","","0"
"G02148","(Glc)2 (LRha)1|Glycoside","","0"
"G02149","(LGalANAc)1 (LRha2Ac)1 (QuiNAc)1 (*)2|Glycolipid|LPS","","0"
"G02150","(D/LGal)1 (D/LGlc)1 (GlcA)1|Glycoside","","0"
"G02151","(Glc)3","","0"
"G02152","(GlcN)1 (LIdoA)1 (S)1|Glycoprotein|Glycosaminoglycan","","0"
"G02153","(Gal)1 (LRha)1 (Man)1","","0"
"G02156","(Gal)1 (Glc5SH)1 (LFuc)1","","0"
"G02157","(2,6daraHex3Me)1 (6dAll3Me)1 (Glc)1|Glycoside","","0"
"G02158","(LAraf)3","","0"
"G02159","(Glc)2 (Glc6Iodo)1","","0"
"G02160","Elsinan|(Glc)3","","0"
"G02161","(Gal)1 (GalN)1 (LFuc)1","","0"
"G02162","(LAra)1 (LAraf)2","","0"
"G02163","(Man)2","","0"
"G02164","(GalA)1 (LRha)1|Others","","0"
"G02165","(GalNAc)1 (GlcNAc)1|Glycoprotein|O-Glycan","","0"
"G02168","(GalNAc)1 (LIdoA)1 (S)1|Glycoprotein|Glycosaminoglycan","","0"
"G02169","Isomaltulose|Palatinose|(Fru)1 (Glc)1","","0"
"G02170","Hyaluronan-derived disaccharide|(GlcNAc)1 (L4-en-thrHexA)1|Glycoprotein|Glycosaminoglycan","","1"
"G02171","Stephanoside|(6daraHex3Me)1 (Cym)2|Glycoside","","0"
"G02172","Stephanoside|(2,6daraHex3Me)1 (6daraHex3Me)1 (Cym)1|Glycoside","","0"
"G02178","(Gal)5 (GalNAc)3 (GlcNAc)4 (LFuc)3|Glycoprotein|O-Glycan","","0"
"G02179","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Gc)2|Glycoprotein|N-Glycan","","0"
"G02180","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)1 (Neu5Gc)1|Glycoprotein|N-Glycan","","0"
"G02181","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)1 (Neu5Gc)1|Glycoprotein|N-Glycan","","0"
"G02182","(Gal)3 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G02183","(Gal)6 (GlcNAc)8 (LFuc)1 (Man)3 (Neu5Ac)3|Glycoprotein|N-Glycan","","0"
"G02184","(Gal)5 (GalNAc)1 (GlcNAc)4 (LFuc)3|Glycoprotein|O-Glycan","","0"
"G02185","(Gal)3 (GlcNAc)5 (Man)3 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G02187","(Gal)3 (GlcNAc)5 (LFuc)2 (Man)3|Glycoprotein|N-Glycan","","0"
"G02188","(Gal)2 (GlcNAc)5 (Man)3 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G02190","(Gal)2 (GlcNAc)4 (Man)3 (Neu4Ac5Ac)1|Glycoprotein|N-Glycan","","0"
"G02191","(Gal)2 (GlcNAc)4 (Man)3 (Neu5Gc)1|Glycoprotein|N-Glycan","","0"
"G02192","(Gal)2 (GlcNAc)6 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02193","(Gal)2 (GlcNAc)6 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02194","(Glc)3 (GlcNAc)2 (Man)7|Glycoprotein|N-Glycan","","0"
"G02195","(Gal)2 (GlcNAc)6 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02198","(Gal)4 (GlcN)1 (Man)3 (P)1|Glycoprotein|GPI anchor","","0"
"G02199","(Gal)1 (GlcNAc)8 (Man)3|Glycoprotein|N-Glycan","","0"
"G02200","(Gal)4 (GalNAc)1 (GlcNAc)3 (LFuc)3|Glycoprotein|O-Glycan","","0"
"G02201","(Gal)3 (GlcNAc)5 (Man)3|Glycoprotein|N-Glycan","","0"
"G02202","(Gal)2 (GlcNAc)5 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02203","(Gal)1 (GlcNAc)3 (Man)4 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G02205","(Gal)3 (GlcNAc)5 (LFuc)1 (Man)3 (Neu5Ac)3|Glycoprotein|N-Glycan","","0"
"G02206","(GalNAc)2 (GlcNAc)4 (Man)3 (S)1 (Asn)1|Glycoprotein|N-Glycan","","0"
"G02207","(Gal)1 (GlcNAc)6 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02208","(Gal)2 (GlcNAc)4 (LFuc)2 (Man)3|Glycoprotein|N-Glycan","","0"
"G02210","(GalNAc)2 (GlcNAc)4 (Man)3 (S)2|Glycoprotein|N-Glycan","","0"
"G02211","(Gal)1 (GlcNAc)6 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02212","(Gal)4 (L3,6-Anhydro-Gal)4 (S)3","","0"
"G02213","GD1a analog|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2|Glycolipid|Sphingolipid","","0"
"G02214","(Gal)1 (GlcNAc)5 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02215","(Gal)1 (GlcNAc)3 (LFuc)1 (Man)5|Glycoprotein|N-Glycan","","0"
"G02216","(Gal)4 (GlcN)1 (Man)3|Glycoprotein Glycoprotein|GPI anchor","","0"
"G02217","(Gal)1 (GlcNAc)5 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02218","(GalNAc)1 (GlcNAc)4 (LFuc)1 (Man)3 (S)1|Glycoprotein|N-Glycan","","0"
"G02219","(Gal)2 (Glc)1 (GlcNAc)2 (Kdo)1 (Lgro-manHep)2 (P)1|Glycolipid|LPS","","0"
"G02220","(GlcNAc)7 (Man)3|Glycoprotein|N-Glycan","","0"
"G02222","(Gal)3 (GalNAc)1 (GlcNAc)3 (LFuc)2|Glycoprotein|O-Glycan","","0"
"G02223","(Gal)3 (GlcNAc)3 (LFuc)3|Glycolipid","","0"
"G02224","(Gal)2 (GalNAc)1 (Glc1N)1 (Neu5Ac)2|Glycolipid|Sphingolipid","","0"
"G02225","(Gal)1 (GlcNAc)4 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02226","(GlcNAc)4 (LFuc)2 (Man)3|Glycoprotein|N-Glycan","","0"
"G02227","(Glc)2 (GlcNAc)4 (Man)3|Glycoprotein|N-Glycan","","0"
"G02228","Chondroitin 4-sulfate|(Gal)2 (GalNAc)1 (GlcA)1 (L4-en-thrHexA)1 (Xyl)1 (S)2|Glycoprotein|O-Glycan Glycoprotein|Glycosaminoglycan","","0"
"G02229","(GlcNAc)3 (LFuc)1 (Man)5|Glycoprotein|N-Glycan","","0"
"G02231","GD3, analog|(Gal)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G02232","(GlcNAc)6 (Man)3|Glycoprotein|N-Glycan","","0"
"G02233","(Galf)2 (GlcN)1 (Man)4|Glycolipid|Others Others","","0"
"G02234","(Gal)1 (GlcNAc)3 (Man)4|Glycoprotein|N-Glycan","","0"
"G02235","(Gal)3 (GlcNAc)5 (Man)3 (Neu5Ac)3|Glycoprotein|N-Glycan","","0"
"G02237","GM1-lyso|(Gal)2 (GalNAc)1 (Glc)1 (Neu)1|Glycolipid|Sphingolipid","","0"
"G02238","(4-C-methyl-GlcA6N)1 (GalA)1 (Glc)1 (GlcNAc)1 (QuiNAc)1 (P)1","","0"
"G02239","Mannoprotein|(GlcNAc)2 (Man)6|Glycoprotein|N-Glycan Glycoprotein|Others","","0"
"G02240","(GalNAc)1 (Glc)1 (GlcN)1 (Man)3 (P)2|Glycoprotein|GPI anchor","","0"
"G02241","(Gal)1 (GlcNAc)4 (Man)3|Glycoprotein|N-Glycan","","0"
"G02243","(GlcNAc)2 (Man)6|Glycoprotein|N-Glycan","","0"
"G02244","(Glc)2 (LAco)2 (LRha)3 (Man)2|Glycolipid|LPS","","0"
"G02245","(Gal)2 (GlcN)1 (Man)3 (P)1|Glycoprotein|GPI anchor","","0"
"G02246","(Gal)2 (GalA)3 (LRha)3|Polysaccharide","","0"
"G02247","(Gal)2 (GalA)3 (LRha)3|Polysaccharide","","0"
"G02248","(LAraf)2 (Xyl)7","","0"
"G02249","(LAraf)2 (Xyl)7","","0"
"G02251","(GlcNAc)4 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G02252","(GlcNAc)3 (Man)5|Glycoprotein|N-Glycan","","0"
"G02253","(Gal)3 (L3,6-Anhydro-Gal)3 (S)2","","0"
"G02254","(LAraf)3 (Xyl)6","","0"
"G02255","(Gal)2 (Glc)2 (gro-manHep)1|Glycolipid Glycolipid|Glycerolipid","","0"
"G02257","(Gal)2 (GalNAc)1 (GlcA)1 (L4-en-thrHexA)1 (Xyl)1|Glycoprotein|Glycosaminoglycan","","0"
"G02258","(Gal)2 (GlcNAc)2 (LFuc)1 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G02259","(Gal)2 (GlcNAc)2 (LFuc)3","","0"
"G02260","(Gal)1 (GlcNAc)3 (LFuc)1 (Man)2|Glycoprotein|N-Glycan","","0"
"G02263","(Gal)1 (GlcNAc)3 (Man)3|Glycoprotein|N-Glycan","","0"
"G02264","(GlcNAc)2 (Man)5|Glycoprotein|N-Glycan","","0"
"G02265","(Gal)2 (Gal3,4Py)1 (GalNAc)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G02266","(GlcNAc)2 (Man)5|Glycoprotein|N-Glycan","","0"
"G02267","GM2 analog|(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1|Glycolipid|Sphingolipid","","0"
"G02268","(LAraf)2 (Xyl)6","","0"
"G02270","(Gal)4 (Man)1 (P)1|Glycolipid|Others","","0"
"G02271","(LAraf)2 (Xyl)6","","0"
"G02272","Senegose C|(Fruf)1 (Glc)3 (Glc6Ac)1","","0"
"G02273","Senegose D|(Fruf)1 (Glc)4","","0"
"G02274","(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1|Glycoprotein|O-Glycan","","0"
"G02275","(GlcNAc)2 (Kdo)3","","0"
"G02276","(D/LGal)1 (Gal)1 (Gal3Me)1 (GalNAc)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G02277","Tenuifoliose|(Fruf)1 (Glc)3 (Glc4Ac6Ac)1","","0"
"G02278","Tenuifoliose|(Fruf)1 (Glc)3 (Glc6Ac)1","","0"
"G02279","(Gal)2 (GalNAc)1 (Glc)1 (L3daraHep-2-ulop5NAc7N-onic)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G02280","(GlcNAc)1 (Man)3 (P)3|Glycoprotein|GPI anchor","","0"
"G02281","(Ara)1 (Gal)3 (Man)1 (P)1|Glycoprotein|GPI anchor","","0"
"G02282","(Gal)1 (GlcNAc)3 (Man)2|Glycoprotein|N-Glycan","","0"
"G02283","(LAraf)4 (Xyl)4","","0"
"G02284","(Gal)1 (Galf)1 (Glc)1 (LRha)2 (Man)1","","0"
"G02285","(Glc)1 (GlcNAc)1 (Man)4|Glycolipid|LPS","","0"
"G02286","(Gal)3 (GalNAc)1 (GlcNAc)2|Glycoprotein|O-Glycan","","0"
"G02287","(GlcNAc)3 (Man)2|Glycoprotein|N-Glycan","","0"
"G02288","(Gal)2 (GalNAc)1 (LFuc)1|Glycoside","","0"
"G02290","(Gal)1 (GlcNAc)3 (Man)2","","0"
"G02292","(Gal)1 (Galf)3 (GlcNAc)1|Glycoprotein|O-Glycan","","0"
"G02293","(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)2","","0"
"G02294","(Gal)2 (Glc)3|Glycolipid|LPS","","0"
"G02295","(Gal)1 (Glc)2 (Xyl)2|Glycoside","","0"
"G02296","(Gal)1 (Glc)3 (LRha)1|Glycoside","","0"
"G02297","(GlcNAc)6","","0"
"G02298","(GlcN)2 (Kdo)3|Glycolipid|LPS","","0"
"G02299","(Gal)3 (GlcNAc)5 (LFuc)1 (Man)3 (Neu5Ac)2|Glycoprotein|N-Glycan","","0"
"G02300","(Gal)2 (Glc)2 (LRha)2","","0"
"G02301","(GalA)3 (LRha)3|Polysaccharide","","0"
"G02302","(GlcNAc)1 (Man)3 (P)2|Glycoprotein|GPI anchor","","0"
"G02304","(Gal)1 (Glc)3 (Xyl)1|Glycoside","","0"
"G02305","(Glc)3 (Glc3Me4,6Py)1 (Glc4,6Py)1|Glycolipid","","0"
"G02306","(2,6daraHex3Me)3 (Cym)1 (Glc)1|Glycoside","","0"
"G02307","(Gal)1 (Glc)2 (LRha)1 (Xyl)1|Glycoside","","0"
"G02309","(Glc)2 (Glc3Me4,6Py)1 (Glc4,6Py)1 (Glc4X)1|Glycolipid","","0"
"G02310","(Gal)1 (Glc)2 (LRha)1 (Xyl)1|Glycoside","","0"
"G02311","(Gal)2 (GalNAc)1 (Neu5Ac)1|Glycolipid|LPS Glycolipid|Sphingolipid","","0"
"G02312","(LAraf)3 (Xyl)4","","0"
"G02313","(GalNAc)1 (GlcNAc)1 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G02314","(Gal)3 (Man)1 (P)1|Glycolipid|Others","","0"
"G02315","(Glc)7|Polysaccharide","","0"
"G02316","(Glc)3 (LAra)1 (Xyl)1|Glycoside","","0"
"G02317","(2,3-Anhydro-Man)2 (Glc)4","","0"
"G02318","(Gal)1 (GlcNAc)1 (Neu)1","","0"
"G02319","(GlcN)2 (Kdo)1 (P)3|Glycolipid|LPS","","0"
"G02320","Camelliasaponin|(Gal)1 (Glc)1 (GlcA)1 (LAra)1|Glycoside","","0"
"G02321","(GlcNAc)1 (Man)4|Glycolipid|LPS","","0"
"G02322","(Gal)2 (Glc)1 (Man)1 (P)1|Glycolipid|Others Glycoprotein|GPI anchor","","0"
"G02323","(Gal)2 (Man)3|Polysaccharide","","0"
"G02324","(Glc)1 (GlcN)1 (GlcNAc)3","","0"
"G02325","(GlcN6Ac)1 (GlcNAc)3 (GlcNAc6Ac)1|Glycolipid|LPS","","0"
"G02326","(Gal)1 (GalNAc)1 (GlcNAc)2|Glycoprotein|O-Glycan","","0"
"G02327","(Gal)1 (Glc)1 (LAra)1 (LRha)1 (Xyl)1|Glycoside","","0"
"G02328","(Glc)3 (LAra)1 (LAraf)1|Glycoside","","0"
"G02329","(Gal)1 (LRha)2 (Man)2","","0"
"G02330","(2,6daraHex3Me)2 (Cym)2 (Glc)1|Glycoside","","0"
"G02331","(Gal)2 (L4-en-thrHexA)1 (Xyl)1|Glycoprotein|Glycosaminoglycan","","0"
"G02332","(Gal)1 (GlcNAc)4","","0"
"G02333","(GlcA6Me)1 (GlcN)2 (LIdoA6Me)1 (S)4|Glycoprotein|Glycosaminoglycan","","0"
"G02334","(Ara)1 (Gal)2 (Man)1 (P)1|Glycoprotein|GPI anchor","","0"
"G02335","Calotroposide|(2,6daraHex3Me)2 (Cym)2 (D/L2,6daraHex3Me)1|Glycoside","","0"
"G02336","(Gal)1 (Glc)1 (Neu5Ac)1|Glycoside","","0"
"G02337","(Gal)2 (GlcNAc)2 (Man)1","","0"
"G02339","(Lgro-manHep)2 (P)2|Glycoside","","0"
"G02340","(Fuc3Me)1 (Glc)3|Glycoside","","0"
"G02341","(Gal)1 (GalNAc)1 (Neu5Ac)1","","0"
"G02342","(Gal)2 (GlcA)1 (LAra)1|Glycoside","","0"
"G02343","(Glc)2 (GlcA)1 (Man)1 (Man6Ac)1","","0"
"G02344","Julibroside|(Fuc)1 (Glc)2 (Xyl)1|Glycoside","","0"
"G02345","(GlcNAc)2 (Man)2","","0"
"G02346","Songarosaponin|(Fuc)1 (Glc)3|Glycoside","","0"
"G02347","(Gal)1 (Glc)2 (Xyl3Ac)1|Glycoside","","0"
"G02348","(Glc)3 (Ido)1|Glycoside","","0"
"G02349","(2,6daraHex3Me)1 (Cym)2 (Dig)1 (Glc)1|Glycoside","","0"
"G02350","(2,6daraHex3Me)1 (Cym)2 (Dig)1 (Glc)1|Glycoside","","0"
"G02351","(2,6daraHex3Me)1 (Cym)1 (Dig)2 (Glc)1|Glycoside","","0"
"G02352","(Glc)3 (Glc6Iodo)1 (Glc6N)1","","0"
"G02353","(Gal)2 (GlcNAc)3 (GlcNAc1N)1 (LFuc)1 (Man)3 (Neu5Ac)2|Glycoprotein|N-Glycan","","0"
"G02354","Calotroposide|(2,6daraHex3Me)1 (Cym)3 (D/L2,6daraHex3Me)1|Glycoside","","0"
"G02355","(Glc)1 (Man)4|Polysaccharide","","0"
"G02356","(Gal)2 (L3,6-Anhydro-Gal)2 (S)1","","0"
"G02357","(Gal)2 (GalNAc)1 (Glc)1|Glycolipid|Sphingolipid","","0"
"G02358","(Galf)3","","0"
"G02359","(Gal)1 (GalNAc)1 (Neu)1|Glycoprotein|O-Glycan","","0"
"G02360","(Gal)1 (GlcNAc)1 (Neu5Ac9Ac)1","","0"
"G02361","(Gal)1 (GlcNAc)1 (Neu9Ac)1","","0"
"G02364","Sialyllactose|(Gal)1 (Glc)1 (Neu5Ac)1|Neoglycoconjugate","","0"
"G02365","(Gal)2 (GlcNAc)2 (LFuc)1|Glycoprotein","","0"
"G02366","(2,3-Anhydro-Man)2 (Glc)3","","0"
"G02367","(GalNAc)1 (Neu5Ac)1|Glycolipid|Sphingolipid Glycoprotein|O-Glycan","","0"
"G02368","(Gal)1 (LRha)1 (Man)1 (Tyv)1","","0"
"G02369","globotetraose|(Gal)2 (GalNAc)1 (Glc)1|Glycolipid|Sphingolipid Neoglycoconjugate","","0"
"G02370","(Gal)2 (GalN)1 (Glc)1","","0"
"G02371","(Gal)3","","0"
"G02372","(Glc)2 (GlcA)1 (LRha)2|Polysaccharide","","0"
"G02373","(Gal)1 (Gal2Me)1 (Glc)1 (GlcNAc)1","","0"
"G02374","(Gal)2 (GalNAc)2","","0"
"G02375","(Neu5Ac)1 (Xyl)1","","0"
"G02376","(Gal)1 (Glc)1 (LRha)1 (P)1|Polysaccharide","","0"
"G02377","N-acetylneuramin-lactose|(Gal)1 (Glc)1 (Neu5Ac)1","","0"
"G02378","Calotroposide|(2,6daraHex3Me)2 (Cym)2|Glycoside","","0"
"G02380","Scillasaponin D|(Glc)2 (LAra)1 (LRha)1|Glycoside","","0"
"G02381","(Gal)3|Glycolipid|Sphingolipid","","0"
"G02382","(Gal)3 (LFuc)1|Glycoside","","0"
"G02383","(Fuc)1 (LRha)3|Glycoside","","0"
"G02384","(Lgro-manHep)2 (P)1|Glycoside","","0"
"G02385","(Lgro-manHep)2 (P)1|Glycoside","","0"
"G02389","(Gal)2 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G02390","(Glc)2 (LAra)1 (LRha)1|Glycoside","","0"
"G02391","(Gal)1 (LRha)1 (Man)1 (Par)1","","0"
"G02392","(2,6daraHex3Me)2 (Dig)2|Glycoside","","0"
"G02393","(Gal)1 (Man)3|Polysaccharide","","0"
"G02394","Julibroside A3|(Fuc)1 (GlcNAc)1 (Xyl)1|Glycoside","","0"
"G02395","(Gal)1 (GalNAc)1 (Glc)1 (LFuc)1","","0"
"G02396","(Gal)2 (L4-en-thrHexA)1 (Xyl)1|Glycoprotein|Glycosaminoglycan","","0"
"G02397","(Gal)3|Glycolipid","","0"
"G02398","(Gal)1 (GlcNAc)1 (LRha)1 (Man)1","","0"
"G02399","GM3 derivative|(Gal)1 (Glc)1 (Neu5Ac)1|Glycolipid|Sphingolipid","","0"
"G02400","deoxy-Gb3 neoglycolipid|(3dxylHex)1 (Gal)1 (Glc)1|Neoglycoconjugate","","0"
"G02401","(GlcN)2 (P)3|Glycolipid|LPS","","0"
"G02402","(Glc)1 (LRha)3|Glycoside","","0"
"G02404","(1,6-Anhydro-GlcNAc)1 (GlcNAc)3|Others","","0"
"G02406","(Gal)1 (Glc)2|Glycoside","","0"
"G02407","(Gal)2 (Man)1 (P)1|Glycolipid|Others","","0"
"G02408","Dregeoside|(2,6daraHex3Me)1 (6dAll3Me)1 (Cym)2|Glycoside","","0"
"G02409","(Glc)4","","0"
"G02410","(GlcN)2 (LIdoA6Me)1 (S)4|Glycoprotein|Glycosaminoglycan","","0"
"G02411","(GlcNAc)1 (Man)2 (Man4Me)1","","0"
"G02412","(Glc)1 (LAra)1 (LRha)1 (Rib)1|Glycoside","","0"
"G02413","(Gal)2 (Glc)2|Glycolipid|LPS","","0"
"G02414","(Gal)2 (GalNAc)1 (GlcNAc)1|Glycoprotein","","0"
"G02415","(Kdo)2 (Ribf)2|Polysaccharide","","0"
"G02416","(Rha4NFormyl)3","","0"
"G02417","Desacylescin-III|Escin-IIIa|(Gal)1 (Glc)1 (GlcA)1|Glycoside","","0"
"G02418","(Man)2 (P)2","","0"
"G02419","(GalNAc)1 (GlcA)1 (Xyl)1","","0"
"G02420","(Gal)1 (Glc)1 (LAra)1|Glycoside","","0"
"G02421","(Gal)1 (GlcNAc)1 (LFuc)1","","0"
"G02422","(Glc)2 (P)1|Glycolipid Glycolipid|Glycerolipid","","0"
"G02423","(Gal)1 (Glc)2|Glycolipid Glycolipid|Others","","0"
"G02424","(Gal)1 (Glc)1 (GlcNAc)1 (LFuc)1","","0"
"G02425","(Gal)1 (Glc)1 (GlcNAc)1 (LFuc)1|Glycolipid|Sphingolipid","","0"
"G02426","(Gal)1 (GlcNAc)1 (LFuc)1|Glycolipid|Sphingolipid","","0"
"G02427","(Gal)1 (Neu5Ac)1|Glycoprotein","","0"
"G02428","(Man)3","","0"
"G02429","Obetrioside|(Glc)2 (The)1|Glycoside","","0"
"G02430","(Glc)2 (GlcA)1 (Man)1","","0"
"G02431","(Gal)1 (GlcNAc)1 (LFuc)2","","0"
"G02432","(Glc)2 (P)2|Glycolipid|Glycerolipid Glycolipid|Others","","0"
"G02433","(Glc4Ac6Ac)1 (Xyl)1 (Xyl4Ac)1|Glycoside","","0"
"G02434","(Glc)1 (LAra)1 (LRha)1|Glycoside","","0"
"G02435","(Xyl)4|Oligosaccharide","","0"
"G02436","Moniloside I|(Xyl)2 (Xyl3Me)1|Glycoside","","0"
"G02437","(Kdo)1 (Lgro-manHep)2|Glycolipid|LPS","","0"
"G02438","(Glc)2 (Man)1|Glycolipid Glycolipid|Others","","0"
"G02439","(Gal)1 (LRha)3","","0"
"G02441","Thevetioside I|(Glc)2 (L6dGlc2Ac3Me)1|Glycoside","","0"
"G02442","(Gal)1 (Glc)2|Glycolipid|Others","","0"
"G02443","Kolomiktriose stigmastenol|(Gal)3|Glycoside","","0"
"G02444","(GlcA)2 (LRha)1|Glycoside","","0"
"G02445","(Glc)2 (LRha)1|Glycoside","","0"
"G02446","(Glc)2 (LRha)1|Glycoside","","0"
"G02447","(GlcA)1 (Xyl)2|Glycoside","","0"
"G02448","(Gal)2 (GlcNAc)1 (LFuc)1|Glycoprotein|N-Glycan","","0"
"G02450","Breynin|(Glc)2 (LRha)1|Glycoside","","0"
"G02451","(Glc)2 (LRha)1|Glycoside","","0"
"G02452","Wistariasaponin|(Glc)1 (LRha)1 (Xyl)1|Glycoside","","0"
"G02453","(Glc)2 (LRha)1|Glycoside","","0"
"G02454","(GalNAc)1 (LRha)3","","0"
"G02456","Saponin|(Glc)1 (GlcA)1 (LAra)1|Glycoside","","0"
"G02457","(Gal)1 (GalNAc)1 (GlcNAc)1","","0"
"G02458","(Galf)2|Glycolipid|Glycerolipid","","0"
"G02459","(Gal)2 (GlcNAc)1","","0"
"G02460","(Glc)1 (LRha)1 (Xyl)1|Glycoside","","0"
"G02461","(Glc)1 (Glc3Me)1 (Qui)1 (Xyl)1|Glycoside","","0"
"G02463","(Man)2 (P)1|Glycoprotein|O-Glycan","","0"
"G02464","(Man)2 (P)1","","0"
"G02465","Chondroitin 6-sulfate|(GalNAc)1 (GlcA)1 (L4-en-thrHexA)1 (S)1|Glycoprotein|Glycosaminoglycan","","0"
"G02466","Chondroitin 4-sulfate|(GalNAc)1 (GlcA)1 (L4-en-thrHexA)1 (S)1|Glycoprotein|Glycosaminoglycan","","0"
"G02467","(Abe)1 (LRha)1 (Man)1|Glycolipid|LPS","","0"
"G02468","(Cym)1 (Glc)1 (LRha)1|Glycoside","","0"
"G02469","(Glc)4|Glycoside","","0"
"G02470","(Gal)2 (LGal)1","","0"
"G02471","Phosphatidyl-kojibiosyl diacylglycerol|(Glc)2 (P)1|Glycolipid Glycolipid|Glycerolipid","","0"
"G02472","Indicoside A|(Glc)2 (LAra)1|Glycoside","","0"
"G02473","(Gal)1 (GlcN)1 (LFuc)1","","0"
"G02474","(Gal)1 (Neu5Gc)1|Glycoprotein Glycoprotein|N-Glycan","","0"
"G02475","(Gal)3","","0"
"G02476","(Gal)3","","0"
"G02477","(L2,6daraHex3Me)3 (L2,6daraHex3Me4Ac)1","","0"
"G02478","(Glc)2 (LAraf)1|Glycoside","","0"
"G02479","(LAra)1 (LRha)1 (Xyl)1|Glycoside","","0"
"G02480","(Gal)1 (GalNAc6Me)1","","0"
"G02481","(Gal2Ac3Ac4Ac6Ac)1 (Gal2X4Ac6Ac)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G02482","(Glc)1 (LAra)1 (LRha)1|Glycoside","","0"
"G02483","(Gal)1 (GalNAc)1 (LFuc)1","","0"
"G02484","(Glc)2 (ManNAc)1","","0"
"G02485","(L4-en-eryHexA)1 (ManA)2","","0"
"G02486","(Glc)1 (Man)1|Glycolipid|Glycerolipid Glycolipid|LPS","","0"
"G02487","(Gal)1 (Man)1|Glycolipid Glycolipid|LPS","","0"
"G02488","(GlcNAc)1 (LAra)2|Glycoside","","0"
"G02489","(Gal)1 (Glc)1 (Xyl)1|Glycoside","","0"
"G02490","(3d3-C-methyl-Gal)1 (Gal)1 (Glc)1|Neoglycoconjugate","","0"
"G02491","(Fuc3Me)1 (Glc)1|Glycoside","","0"
"G02492","(Glc)1 (Glc1SH4SH)1 (Glc4SH)1","","0"
"G02493","(Gal)1 (GalNAc)1 (GlcNAc)1","","0"
"G02494","Arenarioside, sugar core|(Glc)1 (LRha)1 (Xyl)1|Glycoside","","0"
"G02495","(Gal)1 (Glc)1 (GlcA)1","","0"
"G02496","Pradimycin A (PRM A)|(Fuc4NMe)1 (Xyl)1","","0"
"G02497","(Gal)1 (Glc)1|Glycoside","","0"
"G02498","(Glc)3|Glycoside","","0"
"G02499","(Glc)3 (Glc-onic)1|Oligosaccharide","","0"
"G02500","(Glc)4","","0"
"G02501","(Glc)4","","0"
"G02502","(Glc)4","","0"
"G02504","Orthenthose|(L2,6daraHex3Me)4","","0"
"G02505","(Fuc)1 (Gal)1 (GlcNAc)1","","0"
"G02506","(Gal)2 (Glc-onic)1","","0"
"G02508","(GalNAc)1 (GlcNAc)2","","0"
"G02510","(Gal2Me)1 (GlcNAc)1","","0"
"G02511","(Glc)1 (Man)2|Glycolipid|Sphingolipid","","0"
"G02512","(Gal)1 (Xyl)1","","0"
"G02513","(GlcNAc)2 (Man)1|Glycoprotein|N-Glycan","","0"
"G02514","(Glc)1 (GlcN)1|Glycolipid|Glycerolipid","","0"
"G02515","(Fruf)2 (Glc)1","","1"
"G02516","(Glc)1 (LAraf)1 (LRha)1|Glycoside","","0"
